DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2024-01-23T06:30:00+00:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2024-01-23T21:45:00+00:00,NZD,High Impact Expected,CPI q/q,0.5%,0.5%,1.8%,
2024-01-24T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,43.2,42.5,42.1,
2024-01-24T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,45.0,46.1,45.7,
2024-01-24T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,45.4,43.7,43.3,
2024-01-24T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,47.6,49.3,49.3,
2024-01-24T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,47.3,46.7,46.2,
2024-01-24T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,53.8,53.1,53.4,
2024-01-24T14:45:00+00:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2024-01-24T14:45:00+00:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2024-01-24T14:45:00+00:00,CAD,High Impact Expected,Overnight Rate,5.00%,5.00%,5.00%,
2024-01-24T14:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,50.3,47.6,47.9,
2024-01-24T14:45:00+00:00,USD,High Impact Expected,Flash Services PMI,52.9,51.4,51.4,
2024-01-24T15:30:00+00:00,CAD,High Impact Expected,BOC Press Conference,,,,
2024-01-25T13:15:00+00:00,EUR,High Impact Expected,Main Refinancing Rate,4.50%,4.50%,4.50%,
2024-01-25T13:15:00+00:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2024-01-25T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,214K,199K,189K,
2024-01-25T13:30:00+00:00,USD,High Impact Expected,Advance GDP q/q,3.3%,2.0%,4.9%,
2024-01-25T13:45:00+00:00,EUR,High Impact Expected,ECB Press Conference,,,,
2024-01-26T13:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.2%,0.2%,0.1%,
2024-01-30T15:00:00+00:00,USD,High Impact Expected,CB Consumer Confidence,114.8,114.2,108.0,
2024-01-30T15:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,9.03M,8.73M,8.93M,
2024-01-31T00:30:00+00:00,AUD,High Impact Expected,CPI m/m,0.6%,0.8%,1.2%,
2024-01-31T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,3.4%,3.7%,4.3%,
2024-01-31T00:30:00+00:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,0.8%,0.9%,1.2%,
2024-01-31T01:30:00+00:00,CNY,High Impact Expected,Manufacturing PMI,49.2,49.3,49.0,
2024-01-31T13:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,107K,148K,158K,
2024-01-31T13:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.2%,0.1%,0.0%,
2024-01-31T13:30:00+00:00,USD,High Impact Expected,Employment Cost Index q/q,0.9%,1.0%,1.1%,
2024-01-31T19:00:00+00:00,USD,High Impact Expected,FOMC Statement,,,,
2024-01-31T19:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,5.50%,5.50%,5.50%,
2024-01-31T19:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,
2024-01-31T23:59:59+00:00,EUR,High Impact Expected,German Prelim CPI m/m,0.2%,0.1%,0.1%,
2024-02-01T12:00:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,2-1-6,2-0-7,3-0-6,
2024-02-01T12:00:00+00:00,GBP,High Impact Expected,Official Bank Rate,5.25%,5.25%,5.25%,
2024-02-01T12:00:00+00:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,
2024-02-01T12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2024-02-01T12:30:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-02-01T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,224K,213K,215K,
2024-02-01T15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,49.1,47.2,47.4,
2024-02-01T16:30:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2024-02-02T13:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.6%,0.3%,0.4%,
2024-02-02T13:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,353K,187K,333K,
2024-02-02T13:30:00+00:00,USD,High Impact Expected,Unemployment Rate,3.7%,3.8%,3.7%,
2024-02-02T15:00:00+00:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,79.0,78.9,78.8,
2024-02-05T00:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2024-02-05T15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,53.4,52.0,50.6,
2024-02-06T03:30:00+00:00,AUD,High Impact Expected,Cash Rate,4.35%,4.35%,4.35%,
2024-02-06T03:30:00+00:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2024-02-06T04:30:00+00:00,AUD,High Impact Expected,RBA Press Conference,,,,
2024-02-06T17:45:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2024-02-06T21:45:00+00:00,NZD,High Impact Expected,Employment Change q/q,0.4%,0.3%,-0.1%,
2024-02-06T21:45:00+00:00,NZD,High Impact Expected,Unemployment Rate,4.0%,4.3%,3.9%,
2024-02-08T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,218K,221K,227K,
2024-02-08T22:30:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2024-02-09T13:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,5.7%,5.9%,5.8%,
2024-02-09T13:30:00+00:00,CAD,High Impact Expected,Employment Change,37.3K,16.0K,0.1K,
2024-02-12T18:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-02-13T02:20:00+00:00,NZD,High Impact Expected,Inflation Expectations q/q,2.50%,,2.76%,
2024-02-13T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,14.1K,15.2K,5.5K,
2024-02-13T07:30:00+00:00,CHF,High Impact Expected,CPI m/m,0.2%,0.6%,0.0%,
2024-02-13T13:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.4%,0.3%,0.3%,
2024-02-13T13:30:00+00:00,USD,High Impact Expected,CPI m/m,0.3%,0.2%,0.3%,
2024-02-13T13:30:00+00:00,USD,High Impact Expected,CPI y/y,3.1%,2.9%,3.4%,
2024-02-14T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,4.0%,4.1%,4.0%,
2024-02-14T15:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-02-14T22:00:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2024-02-15T00:30:00+00:00,AUD,High Impact Expected,Employment Change,0.5K,26.4K,-62.7K,
2024-02-15T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.0%,3.9%,
2024-02-15T07:00:00+00:00,GBP,High Impact Expected,GDP m/m,-0.1%,-0.2%,0.2%,
2024-02-15T13:30:00+00:00,USD,High Impact Expected,Empire State Manufacturing Index,-2.4,-13.7,-43.7,
2024-02-15T13:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,-0.8%,-0.2%,0.4%,
2024-02-15T13:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,-0.6%,0.2%,0.4%,
2024-02-15T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,212K,219K,220K,
2024-02-16T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,3.4%,1.5%,-3.3%,
2024-02-16T13:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.5%,0.1%,-0.1%,
2024-02-16T13:30:00+00:00,USD,High Impact Expected,PPI m/m,0.3%,0.1%,-0.1%,
2024-02-16T15:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,79.6,80.0,79.0,
2024-02-20T00:30:00+00:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2024-02-20T13:30:00+00:00,CAD,High Impact Expected,CPI m/m,0.0%,0.4%,-0.3%,
2024-02-20T13:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,3.3%,3.6%,3.5%,
2024-02-20T13:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,3.4%,3.6%,3.7%,
2024-02-21T00:30:00+00:00,AUD,High Impact Expected,Wage Price Index q/q,0.9%,0.9%,1.3%,
2024-02-21T19:00:00+00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2024-02-22T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,46.8,43.5,43.1,
2024-02-22T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,48.0,45.7,45.4,
2024-02-22T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,42.3,46.1,45.5,
2024-02-22T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,48.2,48.0,47.7,
2024-02-22T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,47.1,47.5,47.0,
2024-02-22T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,54.3,54.2,54.3,
2024-02-22T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,201K,217K,213K,
2024-02-22T14:45:00+00:00,USD,High Impact Expected,Flash Services PMI,51.3,52.4,52.5,
2024-02-22T14:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,51.5,50.5,50.7,
2024-02-27T13:30:00+00:00,USD,High Impact Expected,Durable Goods Orders m/m,-6.1%,-4.9%,-0.3%,
2024-02-27T15:00:00+00:00,USD,High Impact Expected,CB Consumer Confidence,106.7,114.8,110.9,
2024-02-28T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,3.4%,3.6%,3.4%,
2024-02-28T01:00:00+00:00,NZD,High Impact Expected,Official Cash Rate,5.50%,5.50%,5.50%,
2024-02-28T01:00:00+00:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2024-02-28T01:00:00+00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2024-02-28T13:30:00+00:00,USD,High Impact Expected,Prelim GDP q/q,3.2%,3.3%,3.3%,
2024-02-29T13:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.0%,0.2%,0.2%,
2024-02-29T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,215K,209K,202K,
2024-02-29T13:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.4%,0.4%,0.1%,
2024-02-29T23:59:59+00:00,EUR,High Impact Expected,German Prelim CPI m/m,0.4%,0.5%,0.2%,
2024-03-01T01:30:00+00:00,CNY,High Impact Expected,Manufacturing PMI,49.1,49.1,49.2,
2024-03-01T15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,47.8,49.5,49.1,
2024-03-01T15:00:00+00:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,76.9,79.6,79.6,
2024-03-04T07:30:00+00:00,CHF,High Impact Expected,CPI m/m,0.6%,0.5%,0.2%,
2024-03-05T04:00:00+00:00,JPY,High Impact Expected,BOJ Gov Ueda Speaks,,,,
2024-03-05T15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,52.6,53.0,53.4,
2024-03-06T00:30:00+00:00,AUD,High Impact Expected,GDP q/q,0.2%,0.2%,0.3%,
2024-03-06T12:34:00+00:00,GBP,High Impact Expected,Annual Budget Release,,,,
2024-03-06T13:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,140K,149K,111K,
2024-03-06T14:45:00+00:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2024-03-06T14:45:00+00:00,CAD,High Impact Expected,Overnight Rate,5.00%,5.00%,5.00%,
2024-03-06T15:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2024-03-06T15:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,8.86M,8.80M,8.89M,
2024-03-06T15:30:00+00:00,CAD,High Impact Expected,BOC Press Conference,,,,
2024-03-07T13:15:00+00:00,EUR,High Impact Expected,Main Refinancing Rate,4.50%,4.50%,4.50%,
2024-03-07T13:15:00+00:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2024-03-07T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,217K,217K,217K,
2024-03-07T13:45:00+00:00,EUR,High Impact Expected,ECB Press Conference,,,,
2024-03-07T15:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2024-03-08T13:30:00+00:00,CAD,High Impact Expected,Employment Change,40.7K,21.1K,37.3K,
2024-03-08T13:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,5.8%,5.8%,5.7%,
2024-03-08T13:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.1%,0.2%,0.5%,
2024-03-08T13:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,275K,198K,229K,
2024-03-08T13:30:00+00:00,USD,High Impact Expected,Unemployment Rate,3.9%,3.7%,3.7%,
2024-03-12T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,16.8K,20.3K,3.1K,
2024-03-12T12:30:00+00:00,USD,High Impact Expected,CPI y/y,3.2%,3.1%,3.1%,
2024-03-12T12:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.4%,0.3%,0.4%,
2024-03-12T12:30:00+00:00,USD,High Impact Expected,CPI m/m,0.4%,0.4%,0.3%,
2024-03-12T17:01:00+00:00,USD,High Impact Expected,10-y Bond Auction,4.17|2.5,,4.09|2.6,
2024-03-13T07:00:00+00:00,GBP,High Impact Expected,GDP m/m,0.2%,0.2%,-0.1%,
2024-03-13T17:01:00+00:00,USD,High Impact Expected,30-y Bond Auction,4.33|2.5,,4.36|2.4,
2024-03-14T12:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.3%,0.2%,0.5%,
2024-03-14T12:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.3%,0.5%,-0.8%,
2024-03-14T12:30:00+00:00,USD,High Impact Expected,PPI m/m,0.6%,0.3%,0.3%,
2024-03-14T12:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,0.6%,0.8%,-1.1%,
2024-03-14T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,209K,218K,210K,
2024-03-15T12:30:00+00:00,USD,High Impact Expected,Empire State Manufacturing Index,-20.9,-7.0,-2.4,
2024-03-15T14:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,76.5,77.1,76.9,
2024-03-18T02:00:00+00:00,CNY,High Impact Expected,Industrial Production y/y,7.0%,5.3%,6.8%,
2024-03-19T03:30:00+00:00,AUD,High Impact Expected,Cash Rate,4.35%,4.35%,4.35%,
2024-03-19T03:30:00+00:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2024-03-19T03:36:00+00:00,JPY,High Impact Expected,BOJ Policy Rate,<0.10%,-0.10%,-0.10%,
2024-03-19T03:36:00+00:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2024-03-19T04:30:00+00:00,AUD,High Impact Expected,RBA Press Conference,,,,
2024-03-19T06:30:00+00:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2024-03-19T12:30:00+00:00,CAD,High Impact Expected,CPI m/m,0.3%,0.6%,0.0%,
2024-03-19T12:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,3.1%,3.3%,3.3%,
2024-03-19T12:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,3.2%,3.4%,3.4%,
2024-03-20T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,3.4%,3.5%,4.0%,
2024-03-20T18:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,5.50%,5.50%,5.50%,
2024-03-20T18:00:00+00:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2024-03-20T18:00:00+00:00,USD,High Impact Expected,FOMC Statement,,,,
2024-03-20T18:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,
2024-03-20T21:45:00+00:00,NZD,High Impact Expected,GDP q/q,-0.1%,0.1%,-0.3%,
2024-03-21T00:30:00+00:00,AUD,High Impact Expected,Employment Change,116.5K,39.7K,15.3K,
2024-03-21T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,3.7%,4.0%,4.1%,
2024-03-21T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,45.8,47.5,47.1,
2024-03-21T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,47.8,48.8,48.4,
2024-03-21T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,41.6,43.1,42.5,
2024-03-21T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,49.8,48.8,48.3,
2024-03-21T08:30:00+00:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2024-03-21T08:30:00+00:00,CHF,High Impact Expected,SNB Policy Rate,1.50%,1.75%,1.75%,
2024-03-21T09:00:00+00:00,CHF,High Impact Expected,SNB Press Conference,,,,
2024-03-21T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,49.9,47.9,47.5,
2024-03-21T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,53.4,53.8,53.8,
2024-03-21T12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2024-03-21T12:00:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-1-8,0-1-8,2-1-6,
2024-03-21T12:00:00+00:00,GBP,High Impact Expected,Official Bank Rate,5.25%,5.25%,5.25%,
2024-03-21T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,210K,212K,212K,
2024-03-21T13:45:00+00:00,USD,High Impact Expected,Flash Services PMI,51.7,52.0,52.3,
2024-03-21T13:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,52.5,51.8,52.2,
2024-03-22T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,0.0%,-0.4%,3.6%,
2024-03-22T13:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2024-03-22T23:59:59+00:00,EUR,High Impact Expected,Euro Summit,,,,
2024-03-26T14:00:00+00:00,USD,High Impact Expected,CB Consumer Confidence,104.7,106.9,104.8,
2024-03-27T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,3.4%,3.5%,3.4%,
2024-03-27T22:00:00+00:00,USD,High Impact Expected,FOMC Member Waller Speaks,,,,
2024-03-28T12:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.6%,0.4%,-0.1%,
2024-03-28T12:30:00+00:00,USD,High Impact Expected,Final GDP q/q,3.4%,3.2%,3.2%,
2024-03-28T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,210K,212K,212K,
2024-03-28T14:00:00+00:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,79.4,76.5,76.5,
2024-03-28T14:00:00+00:00,USD,High Impact Expected,Pending Home Sales m/m,1.6%,1.4%,-4.7%,
2024-03-29T12:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.5%,
2024-03-29T15:30:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2024-03-31T02:30:00+01:00,CNY,High Impact Expected,Manufacturing PMI,50.8,50.1,49.1,
2024-04-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,50.3,48.5,47.8,
2024-04-02T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,8.76M,8.76M,8.75M,
2024-04-02T23:59:59+01:00,EUR,High Impact Expected,German Prelim CPI m/m,0.4%,0.5%,0.4%,
2024-04-03T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,184K,148K,155K,
2024-04-03T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,51.4,52.8,52.6,
2024-04-03T17:10:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2024-04-04T07:30:00+01:00,CHF,High Impact Expected,CPI m/m,0.0%,0.3%,0.6%,
2024-04-04T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,221K,213K,212K,
2024-04-05T13:30:00+01:00,CAD,High Impact Expected,Employment Change,-2.2K,25.9K,40.7K,
2024-04-05T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,6.1%,5.9%,5.8%,
2024-04-05T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.2%,
2024-04-05T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,303K,212K,270K,
2024-04-05T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,3.8%,3.9%,3.9%,
2024-04-10T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2024-04-10T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,5.50%,5.50%,5.50%,
2024-04-10T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.4%,0.3%,0.4%,
2024-04-10T13:30:00+01:00,USD,High Impact Expected,CPI m/m,0.4%,0.3%,0.4%,
2024-04-10T13:30:00+01:00,USD,High Impact Expected,CPI y/y,3.5%,3.4%,3.2%,
2024-04-10T14:45:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2024-04-10T14:45:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2024-04-10T14:45:00+01:00,CAD,High Impact Expected,Overnight Rate,5.00%,5.00%,5.00%,
2024-04-10T15:30:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2024-04-10T19:00:00+01:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2024-04-11T13:15:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2024-04-11T13:15:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,4.50%,4.50%,4.50%,
2024-04-11T13:30:00+01:00,USD,High Impact Expected,Core PPI m/m,0.2%,0.2%,0.3%,
2024-04-11T13:30:00+01:00,USD,High Impact Expected,PPI m/m,0.2%,0.3%,0.6%,
2024-04-11T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,211K,216K,222k,
2024-04-11T13:45:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2024-04-11T18:01:00+01:00,USD,High Impact Expected,30-y Bond Auction,4.67|2.4,,4.33|2.5,
2024-04-12T07:00:00+01:00,GBP,High Impact Expected,GDP m/m,0.1%,0.1%,0.3%,
2024-04-12T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,77.9,79.0,79.4,
2024-04-15T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,0.7%,0.4%,0.9%,
2024-04-15T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,1.1%,0.5%,0.6%,
2024-04-15T13:30:00+01:00,USD,High Impact Expected,Empire State Manufacturing Index,-14.3,-5.2,-20.9,
2024-04-16T03:00:00+01:00,CNY,High Impact Expected,Industrial Production y/y,4.5%,6.0%,7.0%,
2024-04-16T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,10.9K,17.2K,4.1K,
2024-04-16T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,0.6%,0.7%,0.3%,
2024-04-16T13:30:00+01:00,CAD,High Impact Expected,Median CPI y/y,2.8%,3.0%,3.0%,
2024-04-16T13:30:00+01:00,CAD,High Impact Expected,Trimmed CPI y/y,3.1%,3.2%,3.2%,
2024-04-16T18:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-04-16T18:15:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2024-04-16T18:15:00+01:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2024-04-16T23:45:00+01:00,NZD,High Impact Expected,CPI q/q,0.6%,0.6%,0.5%,
2024-04-17T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,3.2%,3.1%,3.4%,
2024-04-17T17:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-04-18T02:30:00+01:00,AUD,High Impact Expected,Employment Change,-6.6K,7.2K,117.6K,
2024-04-18T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,3.8%,3.9%,3.7%,
2024-04-18T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,212K,215K,212K,
2024-04-19T07:00:00+01:00,GBP,High Impact Expected,Retail Sales m/m,0.0%,0.3%,0.1%,
2024-04-23T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,50.5,48.9,48.3,
2024-04-23T08:15:00+01:00,EUR,High Impact Expected,French Flash Manufacturing PMI,44.9,46.9,46.2,
2024-04-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,42.2,42.8,41.9,
2024-04-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,53.3,50.6,50.1,
2024-04-23T09:30:00+01:00,GBP,High Impact Expected,Flash Manufacturing PMI,48.7,50.3,50.3,
2024-04-23T09:30:00+01:00,GBP,High Impact Expected,Flash Services PMI,54.9,53.0,53.1,
2024-04-23T14:45:00+01:00,USD,High Impact Expected,Flash Manufacturing PMI,49.9,52.0,51.9,
2024-04-23T14:45:00+01:00,USD,High Impact Expected,Flash Services PMI,50.9,52.0,51.7,
2024-04-24T02:30:00+01:00,AUD,High Impact Expected,CPI m/m,1.0%,0.8%,0.6%,
2024-04-24T02:30:00+01:00,AUD,High Impact Expected,CPI y/y,3.5%,3.4%,3.4%,
2024-04-24T02:30:00+01:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,1.0%,0.8%,0.8%,
2024-04-25T13:30:00+01:00,USD,High Impact Expected,Advance GDP q/q,1.6%,2.5%,3.4%,
2024-04-25T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,207K,214K,212K,
2024-04-25T15:00:00+01:00,USD,High Impact Expected,Pending Home Sales m/m,3.4%,0.3%,1.6%,
2024-04-26T04:22:00+01:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2024-04-26T04:22:00+01:00,JPY,High Impact Expected,BOJ Policy Rate,<0.10%,<0.10%,<0.10%,
2024-04-26T04:22:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2024-04-26T07:30:00+01:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2024-04-26T13:30:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.3%,
2024-04-26T15:00:00+01:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,77.2,77.9,77.9,
2024-04-29T23:59:59+01:00,EUR,High Impact Expected,German Prelim CPI m/m,0.5%,0.6%,0.4%,
2024-04-30T02:30:00+01:00,CNY,High Impact Expected,Manufacturing PMI,50.4,50.3,50.8,
2024-04-30T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,0.2%,0.3%,0.5%,
